"dataset","location","latitude","longitude","vegetation","map","mat","grouping","lai","species","family","pft","age","a.lf","a.ssba","a.ssbh","a.ssbc","a.shba","a.shbh","a.shbc","a.sbba","a.sbbh","a.sbbc","a.stba","a.stbh","a.stbc","a.cp","a.cs","h.t","h.c","d.ba","d.bh","d.cr","c.d","m.lf","m.ss","m.sh","m.sb","m.st","m.so","m.br","m.rf","m.rc","m.rt","m.to","a.ilf","ma.ilf","r.st","r.ss","r.sb","r.sh","n.lf","n.ss","n.sb","n.sh","n.rf","n.rc","growingCondition","status","light"
"Ando1973","Japan-Saijo city, Maruyama experimental stand-Plot1-B",34,133,"TempF",NA,NA,NA,NA,"Acacia mearnsii",NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.9,5.5,NA,0.074,NA,NA,0.93,NA,NA,NA,10.74,13.63,1.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PM",NA,NA
"Ando1973","Japan-Saijo city, Maruyama experimental stand-Plot1-B",34,133,"TempF",NA,NA,NA,NA,"Acacia mearnsii",NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.3,1.5,NA,0.07,NA,NA,0.77,NA,NA,NA,7.69,9.52,1.04,NA,NA,2.14,11.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PM",NA,NA
"Ando1973","Japan-Saijo city, Maruyama experimental stand-Plot1-B",34,133,"TempF",NA,NA,NA,NA,"Acacia mearnsii",NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.9,3.8,NA,0.087,NA,NA,1.38,NA,NA,NA,12.5,17.53,3.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PM",NA,NA
"Ando1973","Japan-Saijo city, Maruyama experimental stand-Plot1-B",34,133,"TempF",NA,NA,NA,NA,"Acacia mearnsii",NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.3,3,NA,0.042,NA,NA,0.29,NA,NA,NA,1.82,2.63,0.51,NA,NA,0.85,3.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PM",NA,NA
"Ando1973","Japan-Saijo city, Maruyama experimental stand-Plot1-B",34,133,"TempF",NA,NA,NA,NA,"Acacia mearnsii",NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.9,3.6,NA,0.047,NA,NA,0.42,NA,NA,NA,3.07,4.35,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PM",NA,NA
"Ando1973","Japan-Saijo city, Maruyama experimental stand-Plot1-B",34,133,"TempF",NA,NA,NA,NA,"Acacia mearnsii",NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.7,4.2,NA,0.056,NA,NA,0.3,NA,NA,NA,4.24,5.49,0.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PM",NA,NA
"Ando1973","Japan-Saijo city, Haseyama experimental stand-Plot1-A",34,133,"TempF",NA,NA,NA,NA,"Acacia dealbata",NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.3,3.3,NA,0.076,NA,NA,1.44,NA,NA,NA,8.53,14.61,4.6,NA,NA,3.71,18.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PM",NA,NA
"Ando1973","Japan-Saijo city, Haseyama experimental stand-Plot1-A",34,133,"TempF",NA,NA,NA,NA,"Acacia dealbata",NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.7,2.8,NA,0.093,NA,NA,1.84,NA,NA,NA,9.15,18.6,7.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PM",NA,NA
"Ando1973","Japan-Saijo city, Haseyama experimental stand-Plot1-A",34,133,"TempF",NA,NA,NA,NA,"Acacia dealbata",NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.3,4.2,NA,0.051,NA,NA,0.2,NA,NA,NA,3.12,4.32,0.99,NA,NA,1.79,6.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PM",NA,NA
"Ando1973","Japan-Saijo city, Haseyama experimental stand-Plot1-A",34,133,"TempF",NA,NA,NA,NA,"Acacia dealbata",NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.9,2.9,NA,0.099,NA,NA,4.02,NA,NA,NA,15.53,28.22,8.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PM",NA,NA
"Ando1973","Japan-Saijo city, Haseyama experimental stand-Plot1-A",34,133,"TempF",NA,NA,NA,NA,"Acacia dealbata",NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.6,2.7,NA,0.059,NA,NA,0.52,NA,NA,NA,4.79,7.69,2.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PM",NA,NA
"Ando1973","Japan-Saijo city, Haseyama experimental stand-Plot1-A",34,133,"TempF",NA,NA,NA,NA,"Acacia dealbata",NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.4,2.7,NA,0.123,NA,NA,5.42,NA,NA,NA,22.68,38.45,10.2,NA,NA,8.47,46.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PM",NA,NA
"Ando1973","Japan-Saijo city, Haseyama experimental stand-Plot1-A",34,133,"TempF",NA,NA,NA,NA,"Acacia dealbata",NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.7,3.2,NA,0.066,NA,NA,0.96,NA,NA,NA,5.13,8.45,2.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PM",NA,NA
"Ando1973","Japan-Saijo city, Haseyama experimental stand-Plot1-A",34,133,"TempF",NA,NA,NA,NA,"Acacia dealbata",NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.2,2.7,NA,0.057,NA,NA,1,NA,NA,NA,2.99,6.3,2.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PM",NA,NA
"Ando1973","Japan-Saijo city, Haseyama experimental stand-Plot1-B",34,133,"TempF",NA,NA,NA,NA,"Acacia dealbata",NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.5,3.8,NA,0.113,NA,NA,4.35,NA,NA,NA,21.43,34.76,8.66,NA,NA,7.66,42.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PM",NA,NA
"Ando1973","Japan-Saijo city, Haseyama experimental stand-Plot1-B",34,133,"TempF",NA,NA,NA,NA,"Acacia dealbata",NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.2,2.8,NA,0.084,NA,NA,1.77,NA,NA,NA,8.43,14.41,4.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PM",NA,NA
"Ando1973","Japan-Saijo city, Haseyama experimental stand-Plot1-B",34,133,"TempF",NA,NA,NA,NA,"Acacia dealbata",NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.6,2.3,NA,0.056,NA,NA,0.68,NA,NA,NA,3.22,5.4,1.45,NA,NA,1.09,6.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PM",NA,NA
"Ando1973","Japan-Saijo city, Haseyama experimental stand-Plot1-B",34,133,"TempF",NA,NA,NA,NA,"Acacia dealbata",NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.6,2.5,NA,0.045,NA,NA,0.55,NA,NA,NA,2.27,3.83,0.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PM",NA,NA
"Ando1973","Japan-Saijo city, Haseyama experimental stand-Plot1-B",34,133,"TempF",NA,NA,NA,NA,"Acacia dealbata",NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.8,3.5,NA,0.067,NA,NA,0.54,NA,NA,NA,5.34,8.04,2.12,NA,NA,1.69,9.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PM",NA,NA
"Ando1973","Japan-Saijo city, Haseyama experimental stand-Plot1-B",34,133,"TempF",NA,NA,NA,NA,"Acacia dealbata",NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.8,3.8,NA,0.06,NA,NA,1.06,NA,NA,NA,5.14,7.84,1.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PM",NA,NA
"Ando1973","Japan-Saijo city, Haseyama experimental stand-Plot1-B",34,133,"TempF",NA,NA,NA,NA,"Acacia dealbata",NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.6,3.9,NA,0.089,NA,NA,1.98,NA,NA,NA,9.13,14.79,3.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PM",NA,NA
"Ando1973","Japan-Saijo city, Haseyama experimental stand-Plot1-B",34,133,"TempF",NA,NA,NA,NA,"Acacia dealbata",NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.6,3,NA,0.052,NA,NA,0.32,NA,NA,NA,2.7,4.14,1.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PM",NA,NA
