dataset,grouping,location,latitude,longitude,vegetation,lai,map,mat,family,species,pft,age,a.lf,a.ssba,a.ssbh,a.ssbc,a.shba,a.shbh,a.shbc,a.sbba,a.sbbh,a.sbbc,a.stba,a.stbh,a.stbc,a.cp,a.cs,h.t,h.c,d.ba,d.bh,d.cr,c.d,m.lf,m.ss,m.sh,m.sb,m.st,m.so,m.br,m.rf,m.rc,m.rt,m.to,a.ilf,ma.ilf,r.st,r.ss,r.sb,r.sh,n.lf,n.ss,n.sb,n.sh,n.rf,n.rc,growingCondition,status,light
Nishioka0000,NA,Japan-Mt. Minoh-P0,34.853,135.469,NA,NA,NA,NA,Pinaceae,Pinus densiflora,EG,NA,9.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00344196,NA,NA,9.9,6.2,15.5,11.49,NA,NA,2.081,NA,NA,NA,23.267,28.048,2.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA
Nishioka0000,NA,Japan-Mt. Minoh-P0,34.853,135.469,NA,NA,NA,NA,Pinaceae,Pinus densiflora,EG,NA,11.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.003925805,NA,NA,10.3,6.9,19.29,14.99,NA,NA,2.584,NA,NA,NA,38.05,43.359,2.725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA
Nishioka0000,NA,Japan-Mt. Minoh-P0,34.853,135.469,NA,NA,NA,NA,Clethraceae,Clethra barbinervis,DA,NA,20.2148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.004512615,NA,NA,8.8,4.6,11.75,9.71,NA,NA,1.593,NA,NA,NA,21.052,26.578,3.933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA
Nishioka0000,NA,Japan-Mt. Minoh-P0,34.853,135.469,NA,NA,NA,NA,Clethraceae,Clethra barbinervis,DA,NA,8.7339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002189564,NA,NA,8.5,5.4,11.84,8.85,NA,NA,0.683,NA,NA,NA,14.177,16.431,1.571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA
Nishioka0000,NA,Japan-Mt. Minoh-P0,34.853,135.469,NA,NA,NA,NA,Clethraceae,Clethra barbinervis,DA,NA,10.6293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002298711,NA,NA,8.2,4.9,9.23,7.32,NA,NA,0.642,NA,NA,NA,10.508,13.138,1.988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA
Nishioka0000,NA,Japan-Mt. Minoh-P0,34.853,135.469,NA,NA,NA,NA,Clethraceae,Clethra barbinervis,DA,NA,5.0602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001817105,NA,NA,8.2,4.95,8.5,6.21,NA,NA,0.362,NA,NA,NA,8.196,9.029,0.471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA
Nishioka0000,NA,Japan-Mt. Minoh-P0,34.853,135.469,NA,NA,NA,NA,Clethraceae,Clethra barbinervis,DA,NA,13.8264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.004976408,NA,NA,8.1,3.05,13.21,10.57,NA,NA,0.982,NA,NA,NA,16.718,20.938,3.238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA
Nishioka0000,NA,Japan-Mt. Minoh-P0,34.853,135.469,NA,NA,NA,NA,Clethraceae,Clethra barbinervis,DA,NA,26.7075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.004778362,NA,NA,8.7,4.8,17.4,11.9,NA,NA,1.791,NA,NA,NA,23.673,30.379,4.915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA
Nishioka0000,NA,Japan-Mt. Minoh-P0,34.853,135.469,NA,NA,NA,NA,Clethraceae,Clethra barbinervis,DA,NA,7.7464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00344196,NA,NA,7.3,3.45,12.06,8.09,NA,NA,0.393,NA,NA,NA,11.256,14.593,2.944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA
Nishioka0000,NA,Japan-Mt. Minoh-P0,34.853,135.469,NA,NA,NA,NA,Clethraceae,Clethra barbinervis,DA,NA,15.2596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002780506,NA,NA,8.3,5.45,12.41,8.98,NA,NA,1.151,NA,NA,NA,17.256,21.301,2.894,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA
Nishioka0000,NA,Japan-Mt. Minoh-P0,34.853,135.469,NA,NA,NA,NA,Clethraceae,Clethra barbinervis,DA,NA,16.5885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.004778362,NA,NA,8.8,5.2,13.85,9.71,NA,NA,1.143,NA,NA,NA,21.996,26.406,3.267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA
Nishioka0000,NA,Japan-Mt. Minoh-P0,34.853,135.469,NA,NA,NA,NA,Clethraceae,Clethra barbinervis,DA,NA,4.7817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002874754,NA,NA,8.2,1.6,7.96,5.95,NA,NA,0.309,NA,NA,NA,6.33,8.44,1.801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA
Nishioka0000,NA,Japan-Mt. Minoh-P0,34.853,135.469,NA,NA,NA,NA,Clethraceae,Clethra barbinervis,DA,NA,8.1337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.003247221,NA,NA,8.3,3.8,10.82,7.83,NA,NA,0.656,NA,NA,NA,12.548,15.776,2.572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA
Nishioka0000,NA,Japan-Mt. Minoh-P0,34.853,135.469,NA,NA,NA,NA,Clethraceae,Clethra barbinervis,DA,NA,11.1074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.003147004,NA,NA,7.76,3.93,10.25,7.38,NA,NA,0.699,NA,NA,NA,9.915,13.2,2.586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA
Nishioka0000,NA,Japan-Mt. Minoh-P0,34.853,135.469,NA,NA,NA,NA,Clethraceae,Clethra barbinervis,DA,NA,12.4992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.003621008,NA,NA,8.2,3.9,8.57,7.86,NA,NA,0.851,NA,NA,NA,11.594,14.352,1.907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA
Nishioka0000,NA,Japan-Mt. Minoh-P0,34.853,135.469,NA,NA,NA,NA,Clethraceae,Clethra barbinervis,DA,NA,20.5906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.005178476,NA,NA,8.4,4.7,12.64,10.22,NA,NA,1.439,NA,NA,NA,22.817,29.235,4.979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA
Nishioka0000,NA,Japan-Mt. Minoh-P0,34.853,135.469,NA,NA,NA,NA,Clethraceae,Clethra barbinervis,DA,NA,4.2227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000706858,NA,NA,6.25,4.2,5.25,4.84,NA,NA,0.264,NA,NA,NA,3.089,3.778,0.425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA
Nishioka0000,NA,Japan-Mt. Minoh-P0,34.853,135.469,NA,NA,NA,NA,Clethraceae,Clethra barbinervis,DA,NA,1.7517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000246057,NA,NA,5.05,3.28,3.67,2.71,NA,NA,0.068,NA,NA,NA,0.949,1.132,0.115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA
Nishioka0000,NA,Japan-Mt. Minoh-P0,34.853,135.469,NA,NA,NA,NA,Clethraceae,Clethra barbinervis,DA,NA,0.8411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000221671,NA,NA,3.18,1.9,2.44,1.85,NA,NA,0.0399,NA,NA,NA,0.388,0.5149,0.087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA
Nishioka0000,NA,Japan-Mt. Minoh-P0,34.853,135.469,NA,NA,NA,NA,Clethraceae,Clethra barbinervis,DA,NA,0.1828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.03E-05,NA,NA,3.2,2.28,1.15,0.95,NA,NA,0.0094,NA,NA,NA,0.0985,0.1178,0.0099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA
Nishioka0000,NA,Japan-Mt. Minoh-P0,34.853,135.469,NA,NA,NA,NA,Fagaceae,Quercus serrata,DA,NA,14.4126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002724711,NA,NA,8.2,3.98,9.23,6.68,NA,NA,0.948,NA,NA,NA,9.66,12.925,2.317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA
Nishioka0000,NA,Japan-Mt. Minoh-P0,34.853,135.469,NA,NA,NA,NA,Fagaceae,Quercus serrata,DA,NA,33.8957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00664761,NA,NA,8.8,NA,13.18,10.44,NA,NA,1.943,NA,NA,NA,21.495,27.649,4.211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA
Nishioka0000,NA,Japan-Mt. Minoh-P0,34.853,135.469,NA,NA,NA,NA,Fagaceae,Quercus serrata,DA,NA,42.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.006969341,NA,NA,9.3,4.2,14.39,10.54,NA,NA,2.642,NA,NA,NA,27.036,36.531,6.853,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA
Nishioka0000,NA,Japan-Mt. Minoh-P0,34.853,135.469,NA,NA,NA,NA,Fagaceae,Quercus serrata,DA,NA,21.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.003674532,NA,NA,9.8,4.15,12.96,8.34,NA,NA,1.239,NA,NA,NA,16.774,20.678,2.665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA
Nishioka0000,NA,Japan-Mt. Minoh-P0,34.853,135.469,NA,NA,NA,NA,Fagaceae,Quercus serrata,DA,NA,1.5371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001372279,NA,NA,4.15,1,5.54,2.68,NA,NA,0.059,NA,NA,NA,1.844,2.372,0.469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA
Nishioka0000,NA,Japan-Mt. Minoh-P0,34.853,135.469,NA,NA,NA,NA,Aquifoliaceae,Ilex pedunculosa,EA,NA,52.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.014313882,NA,NA,8.95,1.79,18.37,14.23,NA,NA,4.855,NA,NA,NA,47.89,72.453,19.708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA
Nishioka0000,NA,Japan-Mt. Minoh-P0,34.853,135.469,NA,NA,NA,NA,Aquifoliaceae,Ilex pedunculosa,EA,NA,13.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00243669,NA,NA,7.8,2.3,7.45,6.21,NA,NA,1.544,NA,NA,NA,8.292,11.654,1.818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA
Nishioka0000,NA,Japan-Mt. Minoh-P0,34.853,135.469,NA,NA,NA,NA,Aquifoliaceae,Ilex pedunculosa,EA,NA,0.6307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000459961,NA,NA,4,1.34,3.23,2.26,NA,NA,0.07,NA,NA,NA,0.764,1.14,0.306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA
Nishioka0000,NA,Japan-Mt. Minoh-P0,34.853,135.469,NA,NA,NA,NA,Rhamnaceae,Frangula crenata,DA,NA,1.429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00094569,NA,NA,7.3,4.15,5.36,4.44,NA,NA,0.051,NA,NA,NA,2.975,3.5,0.474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA
Nishioka0000,NA,Japan-Mt. Minoh-P0,34.853,135.469,NA,NA,NA,NA,Rhamnaceae,Frangula crenata,DA,NA,5.971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001647483,NA,NA,5.9,3.6,7.42,6.11,NA,NA,0.206,NA,NA,NA,5.806,7.661,1.649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA
Nishioka0000,NA,Japan-Mt. Minoh-P0,34.853,135.469,NA,NA,NA,NA,Fagaceae,Castanea crenata,DA,NA,0.0328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.04E-06,NA,NA,0.5,0.3,0.4,NA,NA,NA,0.00104,NA,NA,NA,0.00149,0.00402,0.00149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA
Nishioka0000,NA,Japan-Mt. Minoh-P0,34.853,135.469,NA,NA,NA,NA,Fagaceae,Castanea crenata,DA,NA,0.0473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.16E-06,NA,NA,0.58,0.34,0.39,NA,NA,NA,0.00144,NA,NA,NA,0.00208,0.00406,0.00054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA
Nishioka0000,NA,Japan-Mt. Minoh-P0,34.853,135.469,NA,NA,NA,NA,Rosaceae,Cerasus spp.,DA,NA,0.0133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.21,NA,0.93,NA,NA,NA,3.00E-04,NA,NA,NA,0.0325,0.0333,5.00E-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA
Nishioka0000,NA,Japan-Mt. Minoh-P0,34.853,135.469,NA,NA,NA,NA,Ebenaceae,Diospyros kaki,DA,NA,0.037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.96E-05,NA,NA,2.8,2.4,1.45,1,NA,NA,9.00E-04,NA,NA,NA,0.1226,0.1307,0.0072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA
Nishioka0000,NA,Japan-Mt. Minoh-P0,34.853,135.469,NA,NA,NA,NA,Ternstroemiaceae,Eurya japonica,EA,NA,8.7536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001499867,NA,NA,4,1.2,5.76,3.89,NA,NA,0.891,NA,NA,NA,1.979,3.891,1.021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA
Nishioka0000,NA,Japan-Mt. Minoh-P0,34.853,135.469,NA,NA,NA,NA,Ternstroemiaceae,Eurya japonica,EA,NA,0.0523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.52,0.32,1.14,NA,NA,NA,0.004,NA,NA,NA,0.019,0.0255,0.0025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA
Nishioka0000,NA,Japan-Mt. Minoh-P0,34.853,135.469,NA,NA,NA,NA,Adoxaceae,Viburnum erosum,DA,NA,0.2073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.15E-05,NA,NA,2.4,1.66,1.04,0.8,NA,NA,0.0092,NA,NA,NA,0.0683,0.1114,0.0339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA
Nishioka0000,NA,Japan-Mt. Minoh-P0,34.853,135.469,NA,NA,NA,NA,Adoxaceae,Viburnum erosum,DA,NA,0.0982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.96E-05,NA,NA,1.11,0.89,0.7,NA,NA,NA,0.0037,NA,NA,NA,0.0157,0.0243,0.0049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA
Nishioka0000,NA,Japan-Mt. Minoh-P0,34.853,135.469,NA,NA,NA,NA,Linnaeaceae,Abelia serrata,DA,NA,0.592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000263022,NA,NA,3.6,1.54,2.35,1.76,NA,NA,0.0196,NA,NA,NA,0.4609,0.5924,0.1119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA
Nishioka0000,NA,Japan-Mt. Minoh-P0,34.853,135.469,NA,NA,NA,NA,Linnaeaceae,Abelia serrata,DA,NA,0.1757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000100287,NA,NA,3.1,1.94,1.52,1.21,NA,NA,0.006,NA,NA,NA,0.1922,0.2254,0.0272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA
Nishioka0000,NA,Japan-Mt. Minoh-P0,34.853,135.469,NA,NA,NA,NA,Linnaeaceae,Abelia serrata,DA,NA,0.0747,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.53E-05,NA,NA,1.5,0.59,0.73,NA,NA,NA,0.0025,NA,NA,NA,0.0187,0.0273,0.0061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA
Nishioka0000,NA,Japan-Mt. Minoh-P0,34.853,135.469,NA,NA,NA,NA,Ericaceae,Vaccinium oldhamii,DA,NA,0.3927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.67E-05,NA,NA,2.1,1.38,1.45,0.85,NA,NA,0.0106,NA,NA,NA,0.0812,0.1114,0.0196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA
Nishioka0000,NA,Japan-Mt. Minoh-P0,34.853,135.469,NA,NA,NA,NA,Ericaceae,Vaccinium oldhamii,DA,NA,0.8162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.33E-05,NA,NA,3.1,2.2,1.73,1.36,NA,NA,0.027,NA,NA,NA,0.243,0.319,0.049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA
Nishioka0000,NA,Japan-Mt. Minoh-P0,34.853,135.469,NA,NA,NA,NA,Ericaceae,Vaccinium oldhamii,DA,NA,2.3204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000819398,NA,NA,2.7,0.7,3.43,1.87,NA,NA,0.072,NA,NA,NA,0.645,1.378,0.661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA
Nishioka0000,NA,Japan-Mt. Minoh-P0,34.853,135.469,NA,NA,NA,NA,Ericaceae,Vaccinium oldhamii,DA,NA,1.9699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000373253,NA,NA,3.75,1.85,3.08,2.05,NA,NA,0.068,NA,NA,NA,0.704,1.064,0.292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA
Nishioka0000,NA,Japan-Mt. Minoh-P0,34.853,135.469,NA,NA,NA,NA,Ericaceae,Pieris japonica,EA,NA,4.0732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001499867,NA,NA,2.8,0.51,5.95,3.2,NA,NA,0.473,NA,NA,NA,1.078,2.055,0.504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA
Nishioka0000,NA,Japan-Mt. Minoh-P0,34.853,135.469,NA,NA,NA,NA,Ericaceae,Pieris japonica,EA,NA,0.9429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000257304,NA,NA,1.4,0.5,NA,NA,NA,NA,0.1,NA,NA,NA,0.124,0.309,0.085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA
