"dataset","location","latitude","longitude","vegetation","map","mat","grouping","lai","species","family","pft","age","a.lf","a.ssba","a.ssbh","a.ssbc","a.shba","a.shbh","a.shbc","a.sbba","a.sbbh","a.sbbc","a.stba","a.stbh","a.stbc","a.cp","a.cs","h.t","h.c","d.ba","d.bh","d.cr","c.d","m.lf","m.ss","m.sh","m.sb","m.st","m.so","m.br","m.rf","m.rc","m.rt","m.to","a.ilf","ma.ilf","r.st","r.ss","r.sb","r.sh","n.lf","n.ss","n.sb","n.sh","n.rf","n.rc","growingCondition","status","light"
"Ando1962","Japan-Masuko town-P-A sparse stand",36.45,140.11,"TempF",NA,NA,NA,NA,"Pinus densiflora","Pinaceae","EG",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.8,2.7,NA,0.053,NA,NA,0.87,NA,NA,NA,4.07,5.68,0.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PM",NA,NA
"Ando1962","Japan-Masuko town-P-A sparse stand",36.45,140.11,"TempF",NA,NA,NA,NA,"Pinus densiflora","Pinaceae","EG",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6,1.5,NA,0.035,NA,NA,0.16,NA,NA,NA,1.17,1.54,0.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PM",NA,NA
"Ando1962","Japan-Masuko town-P-A sparse stand",36.45,140.11,"TempF",NA,NA,NA,NA,"Pinus densiflora","Pinaceae","EG",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.9,2,NA,0.067,NA,NA,0.77,NA,NA,NA,4.43,6.16,0.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PM",NA,NA
"Ando1962","Japan-Masuko town-P-A sparse stand",36.45,140.11,"TempF",NA,NA,NA,NA,"Pinus densiflora","Pinaceae","EG",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.3,1.5,NA,0.053,NA,NA,0.47,NA,NA,NA,2.54,3.66,0.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PM",NA,NA
"Ando1962","Japan-Masuko town-P-A sparse stand",36.45,140.11,"TempF",NA,NA,NA,NA,"Pinus densiflora","Pinaceae","EG",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.4,2.8,NA,0.053,NA,NA,0.7,NA,NA,NA,3.71,5.35,0.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PM",NA,NA
"Ando1962","Japan-Masuko town-P-A sparse stand",36.45,140.11,"TempF",NA,NA,NA,NA,"Pinus densiflora","Pinaceae","EG",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.4,1.7,NA,0.052,NA,NA,0.35,NA,NA,NA,2.62,3.47,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PM",NA,NA
"Ando1962","Japan-Masuko town-P-A sparse stand",36.45,140.11,"TempF",NA,NA,NA,NA,"Pinus densiflora","Pinaceae","EG",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.3,2.6,NA,0.087,NA,NA,1.92,NA,NA,NA,10.89,15.31,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PM",NA,NA
"Ando1962","Japan-Masuko town-P-A sparse stand",36.45,140.11,"TempF",NA,NA,NA,NA,"Pinus densiflora","Pinaceae","EG",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.2,2.1,NA,0.089,NA,NA,1.63,NA,NA,NA,10.68,14.85,2.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PM",NA,NA
"Ando1962","Japan-Masuko town-P-A sparse stand",36.45,140.11,"TempF",NA,NA,NA,NA,"Pinus densiflora","Pinaceae","EG",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.3,1.7,NA,0.036,NA,NA,0.29,NA,NA,NA,1.33,1.93,0.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PM",NA,NA
"Ando1962","Japan-Masuko town-P-A sparse stand",36.45,140.11,"TempF",NA,NA,NA,NA,"Pinus densiflora","Pinaceae","EG",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.5,2.9,NA,0.067,NA,NA,0.79,NA,NA,NA,6.15,8.12,1.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PM",NA,NA
"Ando1962","Japan-Masuko town-P-B 1000 trees/ha stand",36.45,140.11,"TempF",NA,NA,NA,NA,"Pinus densiflora","Pinaceae","EG",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.9,1.6,NA,0.065,NA,NA,1.24,NA,NA,NA,4.6,7.34,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PM",NA,NA
"Ando1962","Japan-Masuko town-P-B 1000 trees/ha stand",36.45,140.11,"TempF",NA,NA,NA,NA,"Pinus densiflora","Pinaceae","EG",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8,2.2,NA,0.033,NA,NA,0.12,NA,NA,NA,1.17,1.58,0.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PM",NA,NA
"Ando1962","Japan-Masuko town-P-B 1000 trees/ha stand",36.45,140.11,"TempF",NA,NA,NA,NA,"Pinus densiflora","Pinaceae","EG",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.7,2,NA,0.039,NA,NA,0.47,NA,NA,NA,1.52,2.38,0.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PM",NA,NA
"Ando1962","Japan-Masuko town-P-B 1000 trees/ha stand",36.45,140.11,"TempF",NA,NA,NA,NA,"Pinus densiflora","Pinaceae","EG",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.3,2,NA,0.035,NA,NA,0.36,NA,NA,NA,1.3,1.85,0.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PM",NA,NA
"Ando1962","Japan-Masuko town-P-B 1000 trees/ha stand",36.45,140.11,"TempF",NA,NA,NA,NA,"Pinus densiflora","Pinaceae","EG",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,1.4,NA,0.031,NA,NA,0.26,NA,NA,NA,0.79,1.31,0.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PM",NA,NA
"Ando1962","Japan-Masuko town-P-B 1000 trees/ha stand",36.45,140.11,"TempF",NA,NA,NA,NA,"Pinus densiflora","Pinaceae","EG",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.8,2.5,NA,0.045,NA,NA,0.45,NA,NA,NA,1.9,2.94,0.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PM",NA,NA
"Ando1962","Japan-Masuko town-P-B 1000 trees/ha stand",36.45,140.11,"TempF",NA,NA,NA,NA,"Pinus densiflora","Pinaceae","EG",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.6,2.5,NA,0.083,NA,NA,1.58,NA,NA,NA,8.31,12.3,2.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PM",NA,NA
"Ando1962","Japan-Masuko town-P-B 1000 trees/ha stand",36.45,140.11,"TempF",NA,NA,NA,NA,"Pinus densiflora","Pinaceae","EG",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.6,2.5,NA,0.084,NA,NA,2.26,NA,NA,NA,8.94,14.05,2.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PM",NA,NA
"Ando1962","Japan-Masuko town-P-B 1000 trees/ha stand",36.45,140.11,"TempF",NA,NA,NA,NA,"Pinus densiflora","Pinaceae","EG",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.9,2.3,NA,0.086,NA,NA,2.21,NA,NA,NA,10.43,16.29,3.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PM",NA,NA
"Ando1962","Japan-Masuko town-P-B 1000 trees/ha stand",36.45,140.11,"TempF",NA,NA,NA,NA,"Pinus densiflora","Pinaceae","EG",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,2.7,NA,0.084,NA,NA,1.98,NA,NA,NA,8.92,13.32,2.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PM",NA,NA
"Ando1962","Japan-Masuko town-P-B 1000 trees/ha stand",36.45,140.11,"TempF",NA,NA,NA,NA,"Pinus densiflora","Pinaceae","EG",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.2,1.6,NA,0.097,NA,NA,2.68,NA,NA,NA,12.79,19.41,3.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PM",NA,NA
"Ando1962","Japan-Masuko town-P-B 1000 trees/ha stand",36.45,140.11,"TempF",NA,NA,NA,NA,"Pinus densiflora","Pinaceae","EG",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.1,2,NA,0.028,NA,NA,0.18,NA,NA,NA,1.2,1.55,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PM",NA,NA
"Ando1962","Japan-Masuko town-P-B 1000 trees/ha stand",36.45,140.11,"TempF",NA,NA,NA,NA,"Pinus densiflora","Pinaceae","EG",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.7,2.6,NA,0.028,NA,NA,0.17,NA,NA,NA,1.29,1.55,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PM",NA,NA
"Ando1962","Japan-Masuko town-P-B 1000 trees/ha stand",36.45,140.11,"TempF",NA,NA,NA,NA,"Pinus densiflora","Pinaceae","EG",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.7,3,NA,0.079,NA,NA,1.6,NA,NA,NA,8.21,12.35,2.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PM",NA,NA
"Ando1962","Japan-Masuko town-P-B 1000 trees/ha stand",36.45,140.11,"TempF",NA,NA,NA,NA,"Pinus densiflora","Pinaceae","EG",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2.4,NA,0.033,NA,NA,0.16,NA,NA,NA,1.22,1.6,0.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PM",NA,NA
"Ando1962","Japan-Masuko town-P-B 1000 trees/ha stand",36.45,140.11,"TempF",NA,NA,NA,NA,"Pinus densiflora","Pinaceae","EG",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.4,2.9,NA,0.031,NA,NA,0.18,NA,NA,NA,1.19,1.48,0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PM",NA,NA
"Ando1962","Japan-Masuko town-P-B 1000 trees/ha stand",36.45,140.11,"TempF",NA,NA,NA,NA,"Pinus densiflora","Pinaceae","EG",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.6,2.6,NA,0.068,NA,NA,1.55,NA,NA,NA,4.58,8.08,1.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PM",NA,NA
"Ando1962","Japan-Masuko town-P-B 1000 trees/ha stand",36.45,140.11,"TempF",NA,NA,NA,NA,"Pinus densiflora","Pinaceae","EG",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2,1.7,NA,0.019,NA,NA,0.04,NA,NA,NA,0.38,0.48,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PM",NA,NA
"Ando1962","Japan-Masuko town-P-B 1000 trees/ha stand",36.45,140.11,"TempF",NA,NA,NA,NA,"Pinus densiflora","Pinaceae","EG",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.8,3,NA,0.057,NA,NA,0.84,NA,NA,NA,4.2,5.84,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PM",NA,NA
"Ando1962","Japan-Masuko town-P-B 1000 trees/ha stand",36.45,140.11,"TempF",NA,NA,NA,NA,"Pinus densiflora","Pinaceae","EG",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,NA,0.017,NA,NA,0.03,NA,NA,NA,0.28,0.34,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PM",NA,NA
"Ando1962","Japan-Masuko town-P-C control stand",36.45,140.11,"TempF",NA,NA,NA,NA,"Pinus densiflora","Pinaceae","EG",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5,3,NA,0.042,NA,NA,0.33,NA,NA,NA,1.99,2.68,0.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA
"Ando1962","Japan-Masuko town-P-C control stand",36.45,140.11,"TempF",NA,NA,NA,NA,"Pinus densiflora","Pinaceae","EG",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.9,2.5,NA,0.061,NA,NA,0.88,NA,NA,NA,4.06,5.81,0.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA
"Ando1962","Japan-Masuko town-P-C control stand",36.45,140.11,"TempF",NA,NA,NA,NA,"Pinus densiflora","Pinaceae","EG",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.7,2.8,NA,0.031,NA,NA,0.17,NA,NA,NA,1.3,1.58,0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA
"Ando1962","Japan-Masuko town-P-C control stand",36.45,140.11,"TempF",NA,NA,NA,NA,"Pinus densiflora","Pinaceae","EG",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.6,2.8,NA,0.074,NA,NA,0.99,NA,NA,NA,5.66,8.41,1.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA
"Ando1962","Japan-Masuko town-P-C control stand",36.45,140.11,"TempF",NA,NA,NA,NA,"Pinus densiflora","Pinaceae","EG",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,2.1,NA,0.086,NA,NA,2.09,NA,NA,NA,10.26,15.39,3.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA
"Ando1962","Japan-Masuko town-P-C control stand",36.45,140.11,"TempF",NA,NA,NA,NA,"Pinus densiflora","Pinaceae","EG",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.1,2.9,NA,0.03,NA,NA,0.19,NA,NA,NA,1.09,1.36,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA
"Ando1962","Japan-Masuko town-P-C control stand",36.45,140.11,"TempF",NA,NA,NA,NA,"Pinus densiflora","Pinaceae","EG",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.4,2.1,NA,0.024,NA,NA,0.09,NA,NA,NA,0.57,0.75,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA
"Ando1962","Japan-Masuko town-P-C control stand",36.45,140.11,"TempF",NA,NA,NA,NA,"Pinus densiflora","Pinaceae","EG",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.4,3.5,NA,0.057,NA,NA,0.75,NA,NA,NA,4.31,5.73,0.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA
"Ando1962","Japan-Masuko town-P-C control stand",36.45,140.11,"TempF",NA,NA,NA,NA,"Pinus densiflora","Pinaceae","EG",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,2,NA,0.02,NA,NA,0.03,NA,NA,NA,0.38,0.45,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA
"Ando1962","Japan-Masuko town-P-C control stand",36.45,140.11,"TempF",NA,NA,NA,NA,"Pinus densiflora","Pinaceae","EG",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.3,3.8,NA,0.078,NA,NA,1.4,NA,NA,NA,8.49,11.76,1.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA
"Ando1962","Japan-Masuko town-P-C control stand",36.45,140.11,"TempF",NA,NA,NA,NA,"Pinus densiflora","Pinaceae","EG",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.6,3.3,NA,0.043,NA,NA,0.3,NA,NA,NA,2.09,2.64,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA
"Ando1962","Japan-Masuko town-P-C control stand",36.45,140.11,"TempF",NA,NA,NA,NA,"Pinus densiflora","Pinaceae","EG",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,2.4,NA,0.017,NA,NA,0.01,NA,NA,NA,0.27,0.3,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA
"Ando1962","Japan-Masuko town-P-C control stand",36.45,140.11,"TempF",NA,NA,NA,NA,"Pinus densiflora","Pinaceae","EG",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.9,2.4,NA,0.06,NA,NA,0.69,NA,NA,NA,4.66,6.11,0.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA
"Ando1962","Japan-Masuko town-P-C control stand",36.45,140.11,"TempF",NA,NA,NA,NA,"Pinus densiflora","Pinaceae","EG",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.8,3.5,NA,0.055,NA,NA,0.63,NA,NA,NA,3.56,4.86,0.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA
"Ando1962","Japan-Masuko town-P-C control stand",36.45,140.11,"TempF",NA,NA,NA,NA,"Pinus densiflora","Pinaceae","EG",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.3,3.3,NA,0.055,NA,NA,0.63,NA,NA,NA,3.72,5.02,0.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA
"Ando1962","Japan-Masuko town-P-C control stand",36.45,140.11,"TempF",NA,NA,NA,NA,"Pinus densiflora","Pinaceae","EG",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.8,2.2,NA,0.035,NA,NA,0.22,NA,NA,NA,1.26,1.72,0.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA
"Ando1962","Japan-Masuko town-P-C control stand",36.45,140.11,"TempF",NA,NA,NA,NA,"Pinus densiflora","Pinaceae","EG",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5,3.9,NA,0.04,NA,NA,0.36,NA,NA,NA,2.03,2.72,0.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA
"Ando1962","Japan-Masuko town-P-C control stand",36.45,140.11,"TempF",NA,NA,NA,NA,"Pinus densiflora","Pinaceae","EG",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,3.3,NA,0.036,NA,NA,0.34,NA,NA,NA,2.78,3.51,0.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA
"Ando1962","Japan-Masuko town-P-C control stand",36.45,140.11,"TempF",NA,NA,NA,NA,"Pinus densiflora","Pinaceae","EG",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8,2.4,NA,0.018,NA,NA,0.02,NA,NA,NA,0.31,0.35,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA
"Ando1962","Japan-Masuko town-P-C control stand",36.45,140.11,"TempF",NA,NA,NA,NA,"Pinus densiflora","Pinaceae","EG",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.7,3,NA,0.025,NA,NA,0.09,NA,NA,NA,0.67,0.81,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA
