dataset,grouping,location,latitude,longitude,vegetation,lai,map,mat,family,species,pft,age,a.lf,a.ssba,a.ssbh,a.ssbc,a.shba,a.shbh,a.shbc,a.sbba,a.sbbh,a.sbbc,a.stba,a.stbh,a.stbc,a.cp,a.cs,h.t,h.c,d.ba,d.bh,d.cr,c.d,m.lf,m.ss,m.sh,m.sb,m.st,m.so,m.br,m.rf,m.rc,m.rt,m.to,a.ilf,ma.ilf,r.st,r.ss,r.sb,r.sh,n.lf,n.ss,n.sb,n.sh,n.rf,n.rc,growingCondition,status,light,method_lai,method_age,method_a.lf,method_a.ssba,method_a.ssbh,method_a.ssbc,method_a.shba,method_a.shbh,method_a.shbc,method_a.sbba,method_a.sbbh,method_a.sbbc,method_a.stba,method_a.stbh,method_a.stbc,method_a.cp,method_a.cs,method_h.t,method_h.c,method_d.ba,method_d.bh,method_d.cr,method_c.d,method_m.lf,method_m.ss,method_m.sh,method_m.sb,method_m.st,method_m.so,method_m.br,method_m.rf,method_m.rc,method_m.rt,method_m.to,method_a.ilf,method_ma.ilf,method_r.st,method_r.ss,method_r.sb,method_r.sh,method_n.lf,method_n.ss,method_n.sb,method_n.sh,method_n.rf,method_n.rc,method_light
Lusk0000a,NA,New Zealand,NA,NA,NA,NA,NA,NA,Oleaceae,Nestegis cunninghamii,EA,NA,0.044427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.179599924,0.87061905,0.806,0.821603793,0.0084,NA,NA,NA,0.00677,NA,NA,NA,0.00637,NA,NA,NA,NA,NA,NA,0.002068594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,d,NA,NA,NA,m0,NA,NA,NA,m0,NA,NA,NA,NA,m0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lusk0000a,NA,New Zealand,NA,NA,NA,NA,NA,NA,Cunionaceae,Weinmannia silvicola,EA,NA,0.040681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.047325363,0.173154384,0.331,0.332270921,0.0054,NA,NA,NA,0.00481,NA,NA,NA,0.00181,NA,NA,NA,NA,NA,NA,0.000531553,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,d,NA,NA,NA,m0,NA,NA,NA,m0,NA,NA,NA,NA,m0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lusk0000a,NA,New Zealand,NA,NA,NA,NA,NA,NA,Meliaceae,Dysoxylum spectabile,EA,NA,0.085836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.082766433,0.307579472,0.39,0.352166347,0.0086,NA,NA,NA,0.00552,NA,NA,NA,0.00317,NA,NA,NA,NA,NA,NA,0.001297279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,d,NA,NA,NA,m0,NA,NA,NA,m0,NA,NA,NA,NA,m0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lusk0000a,NA,New Zealand,NA,NA,NA,NA,NA,NA,Elaeocarpaceae,Elaeocarpus dentatus,EA,NA,0.048027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11779384,0.430967879,0.68,0.497285323,0.0054,NA,NA,NA,0.00383,NA,NA,NA,0.00331,NA,NA,NA,NA,NA,NA,0.002001471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,d,NA,NA,NA,m0,NA,NA,NA,m0,NA,NA,NA,NA,m0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lusk0000a,NA,New Zealand,NA,NA,NA,NA,NA,NA,Elaeocarpaceae,Elaeocarpus dentatus,EA,NA,0.057884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.072400833,0.345906455,0.518,0.448751808,0.0058,NA,NA,NA,0.00419,NA,NA,NA,0.00227,NA,NA,NA,NA,NA,NA,0.001807733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,d,NA,NA,NA,m0,NA,NA,NA,m0,NA,NA,NA,NA,m0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lusk0000a,NA,New Zealand,NA,NA,NA,NA,NA,NA,Elaeocarpaceae,Elaeocarpus dentatus,EA,NA,0.076801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.071191129,0.431175293,0.75,0.58257036,0.0068,NA,NA,NA,0.00567,NA,NA,NA,0.00436,NA,NA,NA,NA,NA,NA,0.001581853,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,d,NA,NA,NA,m0,NA,NA,NA,m0,NA,NA,NA,NA,m0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lusk0000a,NA,New Zealand,NA,NA,NA,NA,NA,NA,Nothofagaceae,Nothofagus menziesii,EA,NA,0.055995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.235141228,0.562758538,0.725,0.410331126,0.0072,NA,NA,NA,0.00443,NA,NA,NA,0.00755,NA,NA,NA,NA,NA,NA,9.29E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,d,NA,NA,NA,m0,NA,NA,NA,m0,NA,NA,NA,NA,m0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lusk0000a,NA,New Zealand,NA,NA,NA,NA,NA,NA,Lauraceae,Beilschmiedia tarairi,EA,NA,0.058106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05801123,0.215246272,0.457,0.324575125,0.0089,NA,NA,NA,0.00705,NA,NA,NA,0.00593,NA,NA,NA,NA,NA,NA,0.003795374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,d,NA,NA,NA,m0,NA,NA,NA,m0,NA,NA,NA,NA,m0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lusk0000a,NA,New Zealand,NA,NA,NA,NA,NA,NA,Cunionaceae,Weinmannia silvicola,EA,NA,0.037059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.076175163,0.166767525,0.323,0.255488563,0.00379,NA,NA,NA,0.00323,NA,NA,NA,0.00104,NA,NA,NA,NA,NA,NA,0.000339568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,d,NA,NA,NA,m0,NA,NA,NA,m0,NA,NA,NA,NA,m0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lusk0000a,NA,New Zealand,NA,NA,NA,NA,NA,NA,Lauraceae,Beilschmiedia tawa,EA,NA,0.029533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.050151934,0.370973365,0.725,0.717003589,0.0048,NA,NA,NA,0.0028,NA,NA,NA,0.00213,NA,NA,NA,NA,NA,NA,0.0006141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,d,NA,NA,NA,m0,NA,NA,NA,m0,NA,NA,NA,NA,m0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lusk0000a,NA,New Zealand,NA,NA,NA,NA,NA,NA,Cunionaceae,Weinmannia racemosa,EA,NA,0.05566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.088391914,0.327997993,0.54,0.469826602,0.0061,NA,NA,NA,0.00641,NA,NA,NA,0.00288,NA,NA,NA,NA,NA,NA,0.000524686,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,d,NA,NA,NA,m0,NA,NA,NA,m0,NA,NA,NA,NA,m0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lusk0000a,NA,New Zealand,NA,NA,NA,NA,NA,NA,Cunionaceae,Weinmannia silvicola,EA,NA,0.041865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.053667872,0.215525015,0.42,0.371426455,0.0045,NA,NA,NA,0.00427,NA,NA,NA,0.00186,NA,NA,NA,NA,NA,NA,0.000543306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,d,NA,NA,NA,m0,NA,NA,NA,m0,NA,NA,NA,NA,m0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lusk0000a,NA,New Zealand,NA,NA,NA,NA,NA,NA,Lauraceae,Beilschmiedia tawa,EA,NA,0.035781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.093335996,0.403335754,0.565,0.514984636,0.00421,NA,NA,NA,0.0032,NA,NA,NA,0.00176,NA,NA,NA,NA,NA,NA,0.000768582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,d,NA,NA,NA,m0,NA,NA,NA,m0,NA,NA,NA,NA,m0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lusk0000a,NA,New Zealand,NA,NA,NA,NA,NA,NA,Cunionaceae,Weinmannia racemosa,EA,NA,0.04374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.052727704,0.185021313,0.351,0.290326046,0.0062,NA,NA,NA,0.00409,NA,NA,NA,0.00213,NA,NA,NA,NA,NA,NA,0.00033854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,d,NA,NA,NA,m0,NA,NA,NA,m0,NA,NA,NA,NA,m0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lusk0000a,NA,New Zealand,NA,NA,NA,NA,NA,NA,Atherospermataceae,Laurelia novaezelandiae,EA,NA,0.075697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.172635637,0.471639657,0.53,0.488641878,0.0083,NA,NA,NA,0.0047,NA,NA,NA,0.0043,NA,NA,NA,NA,NA,NA,0.000878615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,d,NA,NA,NA,m0,NA,NA,NA,m0,NA,NA,NA,NA,m0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lusk0000a,NA,New Zealand,NA,NA,NA,NA,NA,NA,Lauraceae,Beilschmiedia tarairi,EA,NA,0.086348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.097418582,0.291838865,0.463,0.291606081,0.0054,NA,NA,NA,0.00591,NA,NA,NA,0.00233,NA,NA,NA,NA,NA,NA,0.003636493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,d,NA,NA,NA,m0,NA,NA,NA,m0,NA,NA,NA,NA,m0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lusk0000a,NA,New Zealand,NA,NA,NA,NA,NA,NA,Meliaceae,Dysoxylum spectabile,EA,NA,0.101559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.108260558,0.350877292,0.314,0.363905595,0.0086,NA,NA,NA,0.00516,NA,NA,NA,0.0023,NA,NA,NA,NA,NA,NA,0.001893488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,d,NA,NA,NA,m0,NA,NA,NA,m0,NA,NA,NA,NA,m0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lusk0000a,NA,New Zealand,NA,NA,NA,NA,NA,NA,Lauraceae,Beilschmiedia tarairi,EA,NA,0.073904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.089286245,0.213210308,0.413,0.243457994,0.0071,NA,NA,NA,0.00589,NA,NA,NA,0.00432,NA,NA,NA,NA,NA,NA,0.002707133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,d,NA,NA,NA,m0,NA,NA,NA,m0,NA,NA,NA,NA,m0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lusk0000a,NA,New Zealand,NA,NA,NA,NA,NA,NA,Myrtaceae,Metrosideros umbellata,EA,NA,0.018817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.038515113,0.112481161,0.321,0.198056078,0.0053,NA,NA,NA,0.00306,NA,NA,NA,0.00242,NA,NA,NA,NA,NA,NA,0.000225883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,d,NA,NA,NA,m0,NA,NA,NA,m0,NA,NA,NA,NA,m0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lusk0000a,NA,New Zealand,NA,NA,NA,NA,NA,NA,Myrtaceae,Metrosideros umbellata,EA,NA,0.014648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.020729141,0.060758203,0.221,0.156768629,0.0048,NA,NA,NA,0.00243,NA,NA,NA,0.00142,NA,NA,NA,NA,NA,NA,0.000182187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,d,NA,NA,NA,m0,NA,NA,NA,m0,NA,NA,NA,NA,m0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lusk0000a,NA,New Zealand,NA,NA,NA,NA,NA,NA,Lauraceae,Litsea calicaris,EA,NA,0.110693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.124023937,0.46572068,0.48,0.443833257,0.0066,NA,NA,NA,0.00739,NA,NA,NA,0.00321,NA,NA,NA,NA,NA,NA,0.001998003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,d,NA,NA,NA,m0,NA,NA,NA,m0,NA,NA,NA,NA,m0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lusk0000a,NA,New Zealand,NA,NA,NA,NA,NA,NA,Myrtaceae,Kunzea ericoides,EA,NA,5.00E-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000531434,0.00291971,0.063,0.041163298,3.00E-04,NA,NA,NA,1.30E-05,NA,NA,NA,8.00E-06,NA,NA,NA,NA,5.00E-06,NA,1.36E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,d,NA,NA,NA,m0,NA,NA,NA,m0,NA,NA,NA,NA,m0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lusk0000a,NA,New Zealand,NA,NA,NA,NA,NA,NA,Myrtaceae,Kunzea ericoides,EA,NA,0.00088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001499348,0.006724453,0.091,0.066291291,0.00152,NA,NA,NA,4.20E-05,NA,NA,NA,3.50E-05,NA,NA,NA,NA,2.60E-05,NA,1.71E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,d,NA,NA,NA,m0,NA,NA,NA,m0,NA,NA,NA,NA,m0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lusk0000a,NA,New Zealand,NA,NA,NA,NA,NA,NA,Myrtaceae,Kunzea ericoides,EA,NA,0.00043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001058157,0.003342001,0.058,0.040546211,0.00152,NA,NA,NA,1.50E-05,NA,NA,NA,1.30E-05,NA,NA,NA,NA,2.20E-05,NA,1.88E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,d,NA,NA,NA,m0,NA,NA,NA,m0,NA,NA,NA,NA,m0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lusk0000a,NA,New Zealand,NA,NA,NA,NA,NA,NA,Myrtaceae,Kunzea ericoides,EA,NA,0.00124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001442538,0.006506258,0.077,0.073375944,5.00E-04,NA,NA,NA,3.50E-05,NA,NA,NA,1.60E-05,NA,NA,NA,NA,2.70E-05,NA,1.58E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,d,NA,NA,NA,m0,NA,NA,NA,m0,NA,NA,NA,NA,m0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
