"dataset","location","latitude","longitude","vegetation","map","mat","grouping","lai","species","family","pft","age","a.lf","a.ssba","a.ssbh","a.ssbc","a.shba","a.shbh","a.shbc","a.sbba","a.sbbh","a.sbbc","a.stba","a.stbh","a.stbc","a.cp","a.cs","h.t","h.c","d.ba","d.bh","d.cr","c.d","m.lf","m.ss","m.sh","m.sb","m.st","m.so","m.br","m.rf","m.rc","m.rt","m.to","a.ilf","ma.ilf","r.st","r.ss","r.sb","r.sh","n.lf","n.ss","n.sb","n.sh","n.rf","n.rc","growingCondition","status","light"
"Haruki1979","Japan-Teshio Experimental Forest of Hokkaido University-2",45,142,"BorF",NA,NA,NA,NA,"Abies sachalinensis","Pinaceae","EG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.13,NA,0.0905,0.038,NA,NA,1.388,NA,NA,NA,1.424,3.612,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PM",NA,NA
"Haruki1979","Japan-Teshio Experimental Forest of Hokkaido University-3",45,142,"BorF",NA,NA,NA,NA,"Abies sachalinensis","Pinaceae","EG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.851,NA,0.033,0.012,NA,NA,0.2158,NA,NA,NA,0.2103,0.5485,0.1224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PM",NA,NA
"Haruki1979","Japan-Teshio Experimental Forest of Hokkaido University-3",45,142,"BorF",NA,NA,NA,NA,"Abies sachalinensis","Pinaceae","EG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,0.0603,0.0298,NA,NA,0.6131,NA,NA,NA,0.7263,1.6111,0.2717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PM",NA,NA
"Haruki1979","Japan-Teshio Experimental Forest of Hokkaido University-3",45,142,"BorF",NA,NA,NA,NA,"Abies sachalinensis","Pinaceae","EG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.344,NA,0.1065,0.0453,NA,NA,1.433,NA,NA,NA,1.8373,4.2939,1.0236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PM",NA,NA
"Haruki1979","Japan-Teshio Experimental Forest of Hokkaido University-3",45,142,"BorF",NA,NA,NA,NA,"Abies sachalinensis","Pinaceae","EG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.452,NA,0.08,0.0343,NA,NA,0.7201,NA,NA,NA,1.3407,2.6297,0.5689,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PM",NA,NA
"Haruki1979","Japan-Teshio Experimental Forest of Hokkaido University-3",45,142,"BorF",NA,NA,NA,NA,"Abies sachalinensis","Pinaceae","EG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.504,NA,0.0808,0.0448,NA,NA,1.1074,NA,NA,NA,2.3323,4.1802,0.7405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PM",NA,NA
"Haruki1979","Japan-Teshio Experimental Forest of Hokkaido University-3",45,142,"BorF",NA,NA,NA,NA,"Abies sachalinensis","Pinaceae","EG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.845,NA,0.1005,0.053,NA,NA,1.5632,NA,NA,NA,2.0059,4.5164,0.9473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PM",NA,NA
"Haruki1979","Japan-Teshio Experimental Forest of Hokkaido University-3",45,142,"BorF",NA,NA,NA,NA,"Abies sachalinensis","Pinaceae","EG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.155,NA,0.1395,0.0613,NA,NA,2.3783,NA,NA,NA,2.9804,7.476,2.1173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PM",NA,NA
"Haruki1979","Japan-Teshio Experimental Forest of Hokkaido University-3",45,142,"BorF",NA,NA,NA,NA,"Abies sachalinensis","Pinaceae","EG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.406,NA,0.108,0.0458,NA,NA,1.3641,NA,NA,NA,1.9843,4.0685,0.7201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PM",NA,NA
"Haruki1979","Japan-Teshio Experimental Forest of Hokkaido University-4",45,142,"BorF",NA,NA,NA,NA,"Abies sachalinensis","Pinaceae","EG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.929,NA,0.0565,0.0195,NA,NA,0.3511,NA,NA,NA,0.6221,1.1574,0.1842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PM",NA,NA
"Haruki1979","Japan-Teshio Experimental Forest of Hokkaido University-4",45,142,"BorF",NA,NA,NA,NA,"Abies sachalinensis","Pinaceae","EG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.404,NA,0.099,0.0468,NA,NA,1.274,NA,NA,NA,1.9922,4.1013,0.8351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PM",NA,NA
"Haruki1979","Japan-Teshio Experimental Forest of Hokkaido University-4",45,142,"BorF",NA,NA,NA,NA,"Abies sachalinensis","Pinaceae","EG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.526,NA,0.0735,0.0393,NA,NA,0.5378,NA,NA,NA,1.1515,2.1666,0.4773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PM",NA,NA
"Haruki1979","Japan-Teshio Experimental Forest of Hokkaido University-4",45,142,"BorF",NA,NA,NA,NA,"Abies sachalinensis","Pinaceae","EG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.269,NA,0.107,0.0523,NA,NA,2.2183,NA,NA,NA,2.5118,5.9375,1.2074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PM",NA,NA
"Haruki1979","Japan-Teshio Experimental Forest of Hokkaido University-4",45,142,"BorF",NA,NA,NA,NA,"Abies sachalinensis","Pinaceae","EG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.674,NA,0.117,0.0627,NA,NA,3.4304,NA,NA,NA,3.3688,9.7065,2.9073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PM",NA,NA
"Haruki1979","Japan-Teshio Experimental Forest of Hokkaido University-4",45,142,"BorF",NA,NA,NA,NA,"Abies sachalinensis","Pinaceae","EG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.716,NA,0.1428,0.0723,NA,NA,4.3518,NA,NA,NA,4.7486,11.9127,2.8123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PM",NA,NA
"Haruki1979","Japan-Teshio Experimental Forest of Hokkaido University-4",45,142,"BorF",NA,NA,NA,NA,"Abies sachalinensis","Pinaceae","EG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.033,NA,0.1533,0.0913,NA,NA,6.2611,NA,NA,NA,6.9387,17.786,4.5862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PM",NA,NA
"Haruki1979","Japan-Teshio Experimental Forest of Hokkaido University-4",45,142,"BorF",NA,NA,NA,NA,"Abies sachalinensis","Pinaceae","EG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.385,NA,0.1503,0.0853,NA,NA,5.288,NA,NA,NA,5.6923,14.1121,3.1318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PM",NA,NA
"Haruki1979","Japan-Teshio Experimental Forest of Hokkaido University-4",45,142,"BorF",NA,NA,NA,NA,"Abies sachalinensis","Pinaceae","EG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.482,NA,0.1805,0.092,NA,NA,5.8738,NA,NA,NA,7.4528,17.1413,3.8147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PM",NA,NA
"Haruki1979","Japan-Teshio Experimental Forest of Hokkaido University-4",45,142,"BorF",NA,NA,NA,NA,"Abies sachalinensis","Pinaceae","EG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.246,NA,0.2055,0.1315,NA,NA,7.8614,NA,NA,NA,12.8628,29.3492,8.625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PM",NA,NA
"Haruki1979","Japan-Teshio Experimental Forest of Hokkaido University-4",45,142,"BorF",NA,NA,NA,NA,"Abies sachalinensis","Pinaceae","EG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.415,NA,0.0988,0.06,NA,NA,1.5646,NA,NA,NA,3.0028,5.8593,1.2919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PM",NA,NA
"Haruki1979","Japan-Teshio Experimental Forest of Hokkaido University-4",45,142,"BorF",NA,NA,NA,NA,"Abies sachalinensis","Pinaceae","EG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.617,NA,0.1093,0.0585,NA,NA,1.5378,NA,NA,NA,2.9069,5.4616,1.0169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PM",NA,NA
"Haruki1979","Japan-Teshio Experimental Forest of Hokkaido University-4",45,142,"BorF",NA,NA,NA,NA,"Abies sachalinensis","Pinaceae","EG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.289,NA,0.1363,0.0795,NA,NA,2.8899,NA,NA,NA,5.2911,11.5098,3.3288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PM",NA,NA
"Haruki1979","Japan-Teshio Experimental Forest of Hokkaido University-5",45,142,"BorF",NA,NA,NA,NA,"Abies sachalinensis","Pinaceae","EG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.53,NA,0.141,0.08,NA,NA,2.1417,NA,NA,NA,11.8744,15.7373,1.7212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PM",NA,NA
"Haruki1979","Japan-Teshio Experimental Forest of Hokkaido University-5",45,142,"BorF",NA,NA,NA,NA,"Abies sachalinensis","Pinaceae","EG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.01,NA,0.1497,0.1146,NA,NA,3.6805,NA,NA,NA,21.7157,28.2901,2.8939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PM",NA,NA
"Haruki1979","Japan-Teshio Experimental Forest of Hokkaido University-5",45,142,"BorF",NA,NA,NA,NA,"Abies sachalinensis","Pinaceae","EG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.59,NA,0.1994,0.1643,NA,NA,6.2759,NA,NA,NA,47.2524,59.4073,5.879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PM",NA,NA
"Haruki1979","Japan-Teshio Experimental Forest of Hokkaido University-5",45,142,"BorF",NA,NA,NA,NA,"Abies sachalinensis","Pinaceae","EG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.79,NA,0.231,0.199,NA,NA,11.7723,NA,NA,NA,70.2417,93.638,11.624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PM",NA,NA
"Haruki1979","Japan-Teshio Experimental Forest of Hokkaido University-5",45,142,"BorF",NA,NA,NA,NA,"Abies sachalinensis","Pinaceae","EG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.37,NA,0.274,0.228,NA,NA,18.8295,NA,NA,NA,101.9679,140.1012,19.3038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PM",NA,NA
"Haruki1979","Japan-Tomakomai Experimental Forest of Hokkaido University-6",42.7,141.6,"TempF",NA,NA,NA,NA,"Abies sachalinensis","Pinaceae","EG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.289,NA,0.0314,NA,NA,NA,0.1335,NA,NA,NA,0.1869,0.4202,0.0998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PM",NA,NA
"Haruki1979","Japan-Tomakomai Experimental Forest of Hokkaido University-6",42.7,141.6,"TempF",NA,NA,NA,NA,"Abies sachalinensis","Pinaceae","EG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.53,NA,0.0395,0.0075,NA,NA,0.1989,NA,NA,NA,0.2018,0.513,0.1123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PM",NA,NA
"Haruki1979","Japan-Tomakomai Experimental Forest of Hokkaido University-6",42.7,141.6,"TempF",NA,NA,NA,NA,"Abies sachalinensis","Pinaceae","EG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.719,NA,0.0474,0.0125,NA,NA,0.4189,NA,NA,NA,0.4123,1.1063,0.2751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PM",NA,NA
"Haruki1979","Japan-Tomakomai Experimental Forest of Hokkaido University-6",42.7,141.6,"TempF",NA,NA,NA,NA,"Abies sachalinensis","Pinaceae","EG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.857,NA,0.0469,0.0155,NA,NA,0.5315,NA,NA,NA,0.4546,1.3375,0.3514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PM",NA,NA
"Haruki1979","Japan-Tomakomai Experimental Forest of Hokkaido University-6",42.7,141.6,"TempF",NA,NA,NA,NA,"Abies sachalinensis","Pinaceae","EG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.072,NA,0.0602,0.021,NA,NA,0.5138,NA,NA,NA,0.5706,1.4331,0.3487,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PM",NA,NA
"Haruki1979","Japan-Tomakomai Experimental Forest of Hokkaido University-6",42.7,141.6,"TempF",NA,NA,NA,NA,"Abies sachalinensis","Pinaceae","EG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.174,NA,0.0602,0.0208,NA,NA,0.4676,NA,NA,NA,0.5403,1.2661,0.2582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PM",NA,NA
"Haruki1979","Japan-Tomakomai Experimental Forest of Hokkaido University-6",42.7,141.6,"TempF",NA,NA,NA,NA,"Abies sachalinensis","Pinaceae","EG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.647,NA,0.0689,0.0265,NA,NA,1.0491,NA,NA,NA,0.9845,2.7796,0.746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PM",NA,NA
"Haruki1979","Japan-Tomakomai Experimental Forest of Hokkaido University-6",42.7,141.6,"TempF",NA,NA,NA,NA,"Abies sachalinensis","Pinaceae","EG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.129,NA,0.0662,0.0358,NA,NA,0.7026,NA,NA,NA,0.9575,2.2203,0.5602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PM",NA,NA
"Haruki1979","Japan-Tomakomai Experimental Forest of Hokkaido University-7",42.7,141.6,"TempF",NA,NA,NA,NA,"Abies sachalinensis","Pinaceae","EG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.275,NA,0.0527,0.025,NA,NA,0.8083,NA,NA,NA,0.6854,2.1488,0.6551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PM",NA,NA
"Haruki1979","Japan-Tomakomai Experimental Forest of Hokkaido University-8",42.7,141.6,"TempF",NA,NA,NA,NA,"Abies sachalinensis","Pinaceae","EG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.085,NA,0.0535,0.025,NA,NA,0.6139,NA,NA,NA,0.5953,1.5078,0.2986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PM",NA,NA
"Haruki1979","Japan-Tomakomai Experimental Forest of Hokkaido University-9",42.7,141.6,"TempF",NA,NA,NA,NA,"Abies sachalinensis","Pinaceae","EG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.855,NA,0.0572,0.02,NA,NA,0.7669,NA,NA,NA,0.4523,1.7114,0.4922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PM",NA,NA
"Haruki1979","Japan-Tomakomai Experimental Forest of Hokkaido University-10",42.7,141.6,"TempF",NA,NA,NA,NA,"Abies sachalinensis","Pinaceae","EG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.21,NA,0.0663,0.05,NA,NA,0.4815,NA,NA,NA,2.4342,3.3318,0.4161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PM",NA,NA
"Haruki1979","Japan-Tomakomai Experimental Forest of Hokkaido University-10",42.7,141.6,"TempF",NA,NA,NA,NA,"Abies sachalinensis","Pinaceae","EG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.145,NA,0.1553,0.104,NA,NA,3.1788,NA,NA,NA,13.9353,20.1637,3.0496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PM",NA,NA
"Haruki1979","Japan-Tomakomai Experimental Forest of Hokkaido University-10",42.7,141.6,"TempF",NA,NA,NA,NA,"Abies sachalinensis","Pinaceae","EG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.665,NA,0.1798,0.138,NA,NA,8.0584,NA,NA,NA,27.8411,47.8815,11.982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PM",NA,NA
