"dataset","location","latitude","longitude","vegetation","map","mat","grouping","lai","species","family","pft","age","a.lf","a.ssba","a.ssbh","a.ssbc","a.shba","a.shbh","a.shbc","a.sbba","a.sbbh","a.sbbc","a.stba","a.stbh","a.stbc","a.cp","a.cs","h.t","h.c","d.ba","d.bh","d.cr","c.d","m.lf","m.ss","m.sh","m.sb","m.st","m.so","m.br","m.rf","m.rc","m.rt","m.to","a.ilf","ma.ilf","r.st","r.ss","r.sb","r.sh","n.lf","n.ss","n.sb","n.sh","n.rf","n.rc","growingCondition","status","light"
"FLKU1965","Japan-Mt. Tsuruba-",32.83,132.67,"TempF",NA,NA,NA,NA,"Myrsine seguinii","Myrsinaceae","EA",NA,0.3641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000153938,NA,NA,5.6,3.4,NA,0.022,NA,NA,0.037,NA,NA,NA,1.444,1.631,0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA
"FLKU1965","Japan-Mt. Tsuruba-",32.83,132.67,"TempF",NA,NA,NA,NA,"Myrsine seguinii","Myrsinaceae","EA",NA,5.7098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001385442,NA,NA,7.1,4.3,NA,0.052,NA,NA,0.579,NA,NA,NA,8.339,10.532,1.614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA
"FLKU1965","Japan-Mt. Tsuruba-",32.83,132.67,"TempF",NA,NA,NA,NA,"Myrsine seguinii","Myrsinaceae","EA",NA,2.3832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.7,4,NA,0.04,NA,NA,0.242,NA,NA,NA,2.925,3.743,0.576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA
"FLKU1965","Japan-Mt. Tsuruba-",32.83,132.67,"TempF",NA,NA,NA,NA,"Myrsine seguinii","Myrsinaceae","EA",NA,2.7142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000254469,NA,NA,5.3,3.8,NA,0.027,NA,NA,0.276,NA,NA,NA,1.446,2.054,0.332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA
"FLKU1965","Japan-Mt. Tsuruba-",32.83,132.67,"TempF",NA,NA,NA,NA,"Myrsine seguinii","Myrsinaceae","EA",NA,8.2882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001452201,NA,NA,7.05,4,NA,0.059,NA,NA,0.842,NA,NA,NA,8.682,11.307,1.783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA
"FLKU1965","Japan-Mt. Tsuruba-",32.83,132.67,"TempF",NA,NA,NA,NA,"Myrsine seguinii","Myrsinaceae","EA",NA,3.6145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000855299,NA,NA,5.95,3.3,NA,0.041,NA,NA,0.367,NA,NA,NA,3.976,5.127,0.784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA
"FLKU1965","Japan-Mt. Tsuruba-",32.83,132.67,"TempF",NA,NA,NA,NA,"Myrsine seguinii","Myrsinaceae","EA",NA,8.7881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001017876,NA,NA,6.8,4.1,NA,0.053,NA,NA,0.891,NA,NA,NA,6.856,9.524,1.777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA
"FLKU1965","Japan-Mt. Tsuruba-",32.83,132.67,"TempF",NA,NA,NA,NA,"Myrsine seguinii","Myrsinaceae","EA",NA,14.2992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.003631681,NA,NA,6.8,3,NA,0.081,NA,NA,1.452,NA,NA,NA,15.292,23.603,6.859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA
"FLKU1965","Japan-Mt. Tsuruba-",32.83,132.67,"TempF",NA,NA,NA,NA,"Myrsine seguinii","Myrsinaceae","EA",NA,0.2551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000113097,NA,NA,4.3,2.5,NA,0.016,NA,NA,0.023,NA,NA,NA,0.526,0.577,0.028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA
"FLKU1965","Japan-Ise shrine Forest,  Kamijiyama Compartment 28-",34.43,136.73,"TempF",NA,NA,NA,NA,"Camellia japonica","Theaceae","EA",NA,3.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001256637,NA,NA,8,4.8,NA,0.059,NA,NA,0.484,NA,NA,NA,7.63,10.063,1.949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA
"FLKU1965","Japan-Ise shrine Forest,  Kamijiyama Compartment 28-",34.43,136.73,"TempF",NA,NA,NA,NA,"Camellia japonica","Theaceae","EA",NA,3.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001734945,NA,NA,11.6,5.95,NA,0.053,NA,NA,0.497,NA,NA,NA,11.014,13.994,2.483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA
"FLKU1965","Japan-Ise shrine Forest,  Kamijiyama Compartment 28-",34.43,136.73,"TempF",NA,NA,NA,NA,"Camellia japonica","Theaceae","EA",NA,39.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.017907864,NA,NA,11.3,3.5,NA,0.168,NA,NA,4.912,NA,NA,NA,70.792,120,44.296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA
"FLKU1965","Japan-Ise shrine Forest,  Kamijiyama Compartment 28-",34.43,136.73,"TempF",NA,NA,NA,NA,"Camellia japonica","Theaceae","EA",NA,6.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.004417865,NA,NA,9.3,3.6,NA,0.082,NA,NA,0.817,NA,NA,NA,17.211,23.796,5.768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA
"FLKU1965","Japan-Ise shrine Forest,  Kamijiyama Compartment 28-",34.43,136.73,"TempF",NA,NA,NA,NA,"Camellia japonica","Theaceae","EA",NA,0.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000380133,NA,NA,4.8,2.45,NA,0.029,NA,NA,0.066,NA,NA,NA,1.12,1.484,0.298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA
"FLKU1965","Japan-Ise shrine Forest,  Kamijiyama Compartment 28-",34.43,136.73,"TempF",NA,NA,NA,NA,"Camellia japonica","Theaceae","EA",NA,1.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001134115,NA,NA,7.2,2.25,NA,0.04,NA,NA,0.127,NA,NA,NA,3.412,4.32,0.781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA
"FLKU1965","Japan-Ise shrine Forest,  Kamijiyama Compartment 28-",34.43,136.73,"TempF",NA,NA,NA,NA,"Camellia japonica","Theaceae","EA",NA,11.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002733971,NA,NA,10,5.5,NA,0.082,NA,NA,1.381,NA,NA,NA,19.269,24.725,4.075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA
"FLKU1965","Japan-Ise shrine Forest,  Kamijiyama Compartment 28-",34.43,136.73,"TempF",NA,NA,NA,NA,"Camellia japonica","Theaceae","EA",NA,17.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00664761,NA,NA,10.3,4.2,NA,0.105,NA,NA,2.201,NA,NA,NA,32.149,45.538,11.188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA
"FLKU1965","Japan-Ise shrine Forest,  Kamijiyama Compartment 28-",34.43,136.73,"TempF",NA,NA,NA,NA,"Camellia japonica","Theaceae","EA",NA,36.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.012076282,NA,NA,11.3,3.8,NA,0.145,NA,NA,4.551,NA,NA,NA,52.221,86.852,30.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA
"FLKU1965","Japan-Ise shrine Forest,  Kamijiyama Compartment 28-",34.43,136.73,"TempF",NA,NA,NA,NA,"Camellia japonica","Theaceae","EA",NA,4.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002123717,NA,NA,9.1,2.2,NA,0.055,NA,NA,0.589,NA,NA,NA,7.34,10.075,2.146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA
"FLKU1965","Japan-Ise shrine Forest,  Kamijiyama Compartment 28-",34.43,136.73,"TempF",NA,NA,NA,NA,"Camellia japonica","Theaceae","EA",NA,6.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002642079,NA,NA,9.6,7.3,NA,0.067,NA,NA,0.82,NA,NA,NA,11.891,16.243,3.532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA
"FLKU1965","Japan-Ise shrine Forest,  Kamijiyama Compartment 28-",34.43,136.73,"TempF",NA,NA,NA,NA,"Camellia japonica","Theaceae","EA",NA,0.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000490874,NA,NA,6.5,3.35,NA,0.04,NA,NA,0.03,NA,NA,NA,2.638,3.032,0.364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA
"FLKU1965","Japan-Ise shrine Forest,  Kamijiyama Compartment 28-",34.43,136.73,"TempF",NA,NA,NA,NA,"Camellia japonica","Theaceae","EA",NA,0.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000452389,NA,NA,4.7,0.7,NA,0.025,NA,NA,0.067,NA,NA,NA,1.123,1.612,0.422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA
"FLKU1965","Japan-Ise shrine Forest,  Kamijiyama Compartment 28-",34.43,136.73,"TempF",NA,NA,NA,NA,"Camellia japonica","Theaceae","EA",NA,0.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000490874,NA,NA,4.3,2.3,NA,0.03,NA,NA,0.038,NA,NA,NA,3.196,3.465,0.231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA
"FLKU1965","Japan-Ise shrine Forest,  Kamijiyama Compartment 28-",34.43,136.73,"TempF",NA,NA,NA,NA,"Camellia japonica","Theaceae","EA",NA,2.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001452201,NA,NA,7.55,2.8,NA,0.0485,NA,NA,0.255,NA,NA,NA,4.978,5.979,0.746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA
"FLKU1965","Japan-Ise shrine Forest,  Kamijiyama Compartment 28-",34.43,136.73,"TempF",NA,NA,NA,NA,"Camellia japonica","Theaceae","EA",NA,0.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000346361,NA,NA,4,1.25,NA,0.021,NA,NA,0.029,NA,NA,NA,0.507,0.684,0.148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA
"FLKU1965","Japan-Ise shrine Forest,  Kamijiyama Compartment 28-",34.43,136.73,"TempF",NA,NA,NA,NA,"Camellia japonica","Theaceae","EA",NA,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000754768,NA,NA,4.9,0.3,NA,0.025,NA,NA,0.016,NA,NA,NA,1.089,1.414,0.309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA
"FLKU1965","Japan-Ise shrine Forest,  Shimajiyama Compartment 70-",34.43,136.73,"TempF",NA,NA,NA,NA,"Camellia japonica","Theaceae","EA",NA,29.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.017671459,NA,NA,10.7,2.5,NA,0.15,NA,NA,3.419,NA,NA,NA,60.448,101.319,37.452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA
"FLKU1965","Japan-Ise shrine Forest,  Shimajiyama Compartment 70-",34.43,136.73,"TempF",NA,NA,NA,NA,"Camellia japonica","Theaceae","EA",NA,2.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000962113,NA,NA,8.3,5.1,NA,0.063,NA,NA,0.339,NA,NA,NA,8.772,10.309,1.198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA
"FLKU1965","Japan-Ise shrine Forest,  Shimajiyama Compartment 70-",34.43,136.73,"TempF",NA,NA,NA,NA,"Camellia japonica","Theaceae","EA",NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008494867,NA,NA,11.25,4.6,NA,0.126,NA,NA,2.559,NA,NA,NA,41.222,59.956,16.175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA
"FLKU1965","Japan-Ise shrine Forest,  Shimajiyama Compartment 70-",34.43,136.73,"TempF",NA,NA,NA,NA,"Camellia japonica","Theaceae","EA",NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00430084,NA,NA,10.3,4.7,NA,0.095,NA,NA,1.399,NA,NA,NA,23.091,30.117,5.627,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA
"FLKU1965","Japan-Ise shrine Forest,  Shimajiyama Compartment 70-",34.43,136.73,"TempF",NA,NA,NA,NA,"Camellia japonica","Theaceae","EA",NA,8.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00430084,NA,NA,11.3,3.5,NA,0.083,NA,NA,1,NA,NA,NA,20.94,27.881,5.941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA
"FLKU1965","Japan-Ise shrine Forest,  Shimajiyama Compartment 70-",34.43,136.73,"TempF",NA,NA,NA,NA,"Camellia japonica","Theaceae","EA",NA,5.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002206183,NA,NA,9.5,5.3,NA,0.077,NA,NA,0.646,NA,NA,NA,14.469,18.237,3.122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA
"FLKU1965","Japan-Ise shrine Forest,  Kamijiyama Compartment 32-",34.43,136.73,"TempF",NA,NA,NA,NA,"Eurya japonica","Theaceae","EA",NA,0.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000176715,NA,NA,2.75,1.54,NA,0.017,NA,NA,0.052,NA,NA,NA,0.251,0.402,0.099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA
"FLKU1965","Japan-Ise shrine Forest,  Kamijiyama Compartment 32-",34.43,136.73,"TempF",NA,NA,NA,NA,"Eurya japonica","Theaceae","EA",NA,0.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000176715,NA,NA,3.15,1.8,NA,0.017,NA,NA,0.055,NA,NA,NA,0.238,0.378,0.085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA
"FLKU1965","Japan-Ise shrine Forest,  Kamijiyama Compartment 32-",34.43,136.73,"TempF",NA,NA,NA,NA,"Podocarpus macrophyllus","Podocarpaceae","EG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.5e-05,NA,NA,1.2,0.45,NA,NA,NA,NA,0.061,NA,NA,NA,0.045,0.131,0.025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA
"FLKU1965","Japan-Ise shrine Forest,  Kamijiyama Compartment 32-",34.43,136.73,"TempF",NA,NA,NA,NA,"Camellia japonica","Theaceae","EA",NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000380133,NA,NA,4.2,0.2,NA,0.017,NA,NA,0.024,NA,NA,NA,0.565,0.614,0.025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA
"FLKU1965","Japan-Ise shrine Forest,  Kamijiyama Compartment 32-",34.43,136.73,"TempF",NA,NA,NA,NA,"Camellia japonica","Theaceae","EA",NA,0.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000283529,NA,NA,3.6,1.24,NA,0.018,NA,NA,0.041,NA,NA,NA,0.598,0.668,0.029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA
"FLKU1965","Japan-Ise shrine Forest,  Kamijiyama Compartment 32-",34.43,136.73,"TempF",NA,NA,NA,NA,"Camellia japonica","Theaceae","EA",NA,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000176715,NA,NA,1.11,0.45,NA,NA,NA,NA,0.007,NA,NA,NA,0.111,0.121,0.003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA
"FLKU1965","Japan-Ise shrine Forest,  Kamijiyama Compartment 32-",34.43,136.73,"TempF",NA,NA,NA,NA,"Camellia japonica","Theaceae","EA",NA,0.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000572555,NA,NA,4.6,1.4,NA,0.026,NA,NA,0.107,NA,NA,NA,0.989,1.402,0.306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA
"FLKU1965","Japan-Ise shrine Forest,  Kamijiyama Compartment 32-",34.43,136.73,"TempF",NA,NA,NA,NA,"Camellia japonica","Theaceae","EA",NA,3.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001134115,NA,NA,5.8,2.5,NA,0.049,NA,NA,0.393,NA,NA,NA,3.814,5.649,1.442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA
"FLKU1965","Japan-Ise shrine Forest,  Kamijiyama Compartment 32-",34.43,136.73,"TempF",NA,NA,NA,NA,"Camellia japonica","Theaceae","EA",NA,0.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000132732,NA,NA,4.1,2.32,NA,0.015,NA,NA,0.026,NA,NA,NA,0.344,0.393,0.023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA
"FLKU1965","Japan-Ise shrine Forest,  Kamijiyama Compartment 32-",34.43,136.73,"TempF",NA,NA,NA,NA,"Camellia japonica","Theaceae","EA",NA,0.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000132732,NA,NA,3.4,1.8,NA,0.023,NA,NA,0.063,NA,NA,NA,0.591,0.704,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA
"FLKU1965","Japan-Ise shrine Forest,  Kamijiyama Compartment 32-",34.43,136.73,"TempF",NA,NA,NA,NA,"Camellia japonica","Theaceae","EA",NA,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00066052,NA,NA,5,1.83,NA,0.029,NA,NA,0.144,NA,NA,NA,1.188,1.57,0.238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA
"FLKU1965","Japan-Ise shrine Forest,  Kamijiyama Compartment 32-",34.43,136.73,"TempF",NA,NA,NA,NA,"Camellia japonica","Theaceae","EA",NA,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000804248,NA,NA,5.7,2,NA,0.031,NA,NA,0.144,NA,NA,NA,1.977,2.557,0.436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA
"FLKU1965","Japan-Ise shrine Forest,  Kamijiyama Compartment 32-",34.43,136.73,"TempF",NA,NA,NA,NA,"Camellia japonica","Theaceae","EA",NA,0.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000855299,NA,NA,5,0.4,NA,0.026,NA,NA,0.101,NA,NA,NA,1.278,1.473,0.094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA
"FLKU1965","Japan-Ise shrine Forest,  Kamijiyama Compartment 32-",34.43,136.73,"TempF",NA,NA,NA,NA,"Camellia japonica","Theaceae","EA",NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000314159,NA,NA,6.65,2.55,NA,0.029,NA,NA,0.048,NA,NA,NA,1.423,1.52,0.049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA
"FLKU1965","Japan-Ise shrine Forest,  Kamijiyama Compartment 32-",34.43,136.73,"TempF",NA,NA,NA,NA,"Camellia japonica","Theaceae","EA",NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000346361,NA,NA,2.15,0.52,NA,0.015,NA,NA,0.012,NA,NA,NA,0.334,0.355,0.009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA
